"Title","Access Date","Authors","DOI","Issue","Place Published","Publisher","Secondary Authors","Subsidiary Authors","Tertiary Authors","Type of Publication","Type of Work","Volume","Year of Publication","Pagination","Secondary Title","Nid"
"New records of parasitic copepods (Crustacea, Copepoda) from marine fishes in the Argentinean Sea","","D.M.P. Cantatore; P.E. Braicovich; A.J. Alarcos; A.L. Lanfranchi; M.A. Rossin; D.G. Vales; J.T. Timi","","","","","D.M.P. Cantatore; P.E. Braicovich; A.J. Alarcos; A.L. Lanfranchi; M.A. Rossin; D.G. Vales; J.T. Timi","D.M.P. Cantatore; P.E. Braicovich; A.J. Alarcos; A.L. Lanfranchi; M.A. Rossin; D.G. Vales; J.T. Timi","D.M.P. Cantatore; P.E. Braicovich; A.J. Alarcos; A.L. Lanfranchi; M.A. Rossin; D.G. Vales; J.T. Timi","Journal Article","","57","2012","","Acta Parasitologica ","378"
"Community ecology of the metazoan parasites of white croaker, Micropogonias furnieri (Osteichthyes: Sciaenidae), from the coastal zone of the State of Rio de Janeiro, Brazil","","D.R. Alves; J.L. Luque","","","","","D.R. Alves; J.L. Luque","D.R. Alves; J.L. Luque","D.R. Alves; J.L. Luque","Journal Article","","96","2001","145–153","Memórias do Instituto Oswaldo Cruz","377"
"Clavellopsis hostilis (Heller, 1865).World of Copepods database","","T.C. Walter","","","","","T.C. Walter","T.C. Walter","T.C. Walter","Website","","","2014","","","375"
"Description of Some Species of Brachiella and Clavellopsis with Comments on Isobranchia Heegaard","","K. Pillai","","","","","K. Pillai","K. Pillai","K. Pillai","Journal Article","","","1968","119–135","Crustaceana. Supplement","373"
"A redescription of Dolops ranarum (Stuhlmann, 1891)(Crustacea: Branchiura)","","A. Avenant; G.C. Loots; J.G. Van As","","","","","A. Avenant; G.C. Loots; J.G. Van As","A. Avenant; G.C. Loots; J.G. Van As","A. Avenant; G.C. Loots; J.G. Van As","Journal Article","","13","1989","141–151","Systematic Parasitology","371"
"Four parasitic copepods on marine fish (Teleostei and Chondrichthyes) from Turkey","","A. Öktener; J.P. Trilles","","","","","A. Öktener; J.P. Trilles","A. Öktener; J.P. Trilles","A. Öktener; J.P. Trilles","Journal Article","","50","2009","121–128","Acta Adriatica","369"
"Parabrachiella supplicans (Barnard, 1955)","","G. Boxshall","","","","Walter TC, Boxshall G. ","G. Boxshall","G. Boxshall","G. Boxshall","Web Article","","2015","2014","","World of Copepods database","367"
"Occurrence of Clavellisa ilishae (Copepoda: Lernaeopodidae) parasitizing herrings (Actinopterygii: Clupeidae) in Brazil","","J. Moreira; F. Paschoal; A.Dias Cezar; J.Luis Luque","","","","","J. Moreira; F. Paschoal; A.Dias Cezar; J.Luis Luque","J. Moreira; F. Paschoal; A.Dias Cezar; J.Luis Luque","J. Moreira; F. Paschoal; A.Dias Cezar; J.Luis Luque","Journal Article","","22","2013","616–618","Revista Brasileira de Parasitologia Veterinária","364"
"Parasites gained: alien parasites switching to native hosts","","H.H. El-Rashidy; G.A. Boxshall","","","","","H.H. El-Rashidy; G.A. Boxshall","H.H. El-Rashidy; G.A. Boxshall","H.H. El-Rashidy; G.A. Boxshall","Journal Article","","95","2009","1326–1329","Journal of Parasitology","363"
"Schistobrachia jordaanae n. Sp.(Copepoda: Siphonostomatoida: Lernaeopodidae) from gill filaments of a Diamond Ray (Gymnura natalensis) captured in the Indian Ocean and a key to species of Schistobrachia, Dendrapta, and Brianella","","S.M. Dippenaar; P.A.S. Olivier; G.W. Benz","","","","","S.M. Dippenaar; P.A.S. Olivier; G.W. Benz","S.M. Dippenaar; P.A.S. Olivier; G.W. Benz","S.M. Dippenaar; P.A.S. Olivier; G.W. Benz","Journal Article","","90","2004","481–484","Journal of Parasitology","359"
"Facultative feeding and consistency of trophic structure in marine soft-bottom macrobenthic communities","","T.A. MacDonald; B.J. Burd; A. Van Roodselaar","10.3354/meps09478","","","","T.A. MacDonald; B.J. Burd; A. Van Roodselaar","T.A. MacDonald; B.J. Burd; A. Van Roodselaar","T.A. MacDonald; B.J. Burd; A. Van Roodselaar","Journal Article","","445","2012","129–140","Marine Ecology Progress Series","358"
"Parasitic copepods from Gulf of Mexico fish","","R. Bere","","","","","R. Bere","R. Bere","R. Bere","Journal Article","","17","1936","577–625","American Midland Naturalist","356"
"Developmental stages of Paralebion elongatus from aquarium-held reef whitetip sharks (Triaenodon obesus) captured in Hawaiian waters","","G.W. Benz; P.J. Mohan; G.L. Crow","","","","","G.W. Benz; P.J. Mohan; G.L. Crow","G.W. Benz; P.J. Mohan; G.L. Crow","G.W. Benz; P.J. Mohan; G.L. Crow","Journal Article","","","1992","1027–1035","The Journal of parasitology","354"
"Marine Flora and Fauna of the Northeastern United States: Copepoda: Cyclopoids Parasitic on Fishes","","Jshey Ho","","","","Department of Commerce, National Oceanic and Atmospheric Administration, National Marine Fisheries Service","Jshey Ho","Jshey Ho","Jshey Ho","Book","","55","1978","","","353"
"Major endoparasites of the Cape hakes Merluccius capensis and M. paradoxus, with brief notes on some conspicuous ectoparasites","","L. Botha","","","","","L. Botha","L. Botha","L. Botha","Journal Article","","4","1986","45–49","South African Journal of Marine Science","352"
"Parasitic Copepoda in the Collection of the Atlantic Reference Centre, St. Andrews, New Brunswick, Canada","","W.E. Hogans","","","New Brunswick","","W.E. Hogans","W.E. Hogans","W.E. Hogans","Book","","","1995","","","349"
"Vertical zones and formation of the parasitic fauna in deepwater fishes from the off-shore areas of the North Atlantic","","A.V. Zubchenko","","","","","A.V. Zubchenko","A.V. Zubchenko","A.V. Zubchenko","Journal","","","1987","","","347"
"On the fellodistomid genus Proctoeces Odhner, 1911 (Digenea), with brief comments on two other fellodistomid genera","","R.A. Bray","","","","","R.A. Bray","R.A. Bray","R.A. Bray","Journal Article","","17","1983","321–339","Journal of Natural History","344"
"Contribution to the knowledge of biology of Cecrops latreillii Leach, 1816 (Caligoida: Cercropidae) the parasite of the ocean sunfish Mola mola (L.). ","","J. Grabda","","","","","J. Grabda","J. Grabda","J. Grabda","Journal Article","","3","1973","","Acta Icthyologica et Piscatoria ","342"
"Helminthes parasites des poissons de mer des côtes du Sénégal","","G.E.O.I.I.G.E.S. Vassiliades","","","","","G.E.O.I.I.G.E.S. Vassiliades","G.E.O.I.I.G.E.S. Vassiliades","G.E.O.I.I.G.E.S. Vassiliades","Journal Article","","44","1985","78–99","Bulletin de l’Institut Français d’Afrique Noire","340"
"Proleptus obtusus Dujardin, 1845 (Nematoda: Physalopteridae) from the puffadder shyshark Haploblepharus edwardsii (Scyliorhinidae) from off South Africa","","F. Moravec; J.G. Van As; I. Dyková","","","","","F. Moravec; J.G. Van As; I. Dyková","F. Moravec; J.G. Van As; I. Dyková","F. Moravec; J.G. Van As; I. Dyková","Journal Article","","53","2002","169–173","Systematic parasitology","339"
"Four new myxozoans (Myxosporea: Bivalvulida) from intertidal fishes along the south coast of Africa","","C.C. Reed; L. Basson; L.L. Van As; I. Dyková","","","","","C.C. Reed; L. Basson; L.L. Van As; I. Dyková","C.C. Reed; L. Basson; L.L. Van As; I. Dyková","C.C. Reed; L. Basson; L.L. Van As; I. Dyková","Journal Article","","54","2007","283–292","Folia parasitologica","335"
"Incorporating parasite data in population structure studies of South African sardine Sardinops sagax","","C.D. Van der Lingen; L.F. Weston; N.N. Ssempa; C.C. Reed","","","","","C.D. Van der Lingen; L.F. Weston; N.N. Ssempa; C.C. Reed","C.D. Van der Lingen; L.F. Weston; N.N. Ssempa; C.C. Reed","C.D. Van der Lingen; L.F. Weston; N.N. Ssempa; C.C. Reed","Journal Article","","","2014","","Parasitology","333"
"The presence of the trematodes Cardiocephaloides physalis and Renicola sloanei in the African Penguin Spheniscus demersus on the east coast of South Africa","","E.C. Horne; R.A. Bray; B. Bousfield","","","","","E.C. Horne; R.A. Bray; B. Bousfield","E.C. Horne; R.A. Bray; B. Bousfield","E.C. Horne; R.A. Bray; B. Bousfield","Journal Article","","82","2011","157–160","Ostrich","332"
"Checklist of Platyhelminthes, Acanthocephala, Nematoda and Arthropoda parasitizing penguins of the world","","M.L. Brandão; J. Moreira; J.L. Luque","","","","","M.L. Brandão; J. Moreira; J.L. Luque","M.L. Brandão; J. Moreira; J.L. Luque","M.L. Brandão; J. Moreira; J.L. Luque","Journal Article","","10","2014","562–573","Check List","331"
"Fauna de helmintos del Pingüino de Magallanes (Spheniscus Magellanicus Foster, 1781) de la Ilha Comprida, Costa Sur, Estado de São Paulo, Brasil","","D.M.D.P. Barbosa; M. Izabel; D.O.S. Santos-Lopes; A. Rita; R.J. Da Silva","","1","","","D.M.D.P. Barbosa; M. Izabel; D.O.S. Santos-Lopes; A. Rita; R.J. Da Silva","D.M.D.P. Barbosa; M. Izabel; D.O.S. Santos-Lopes; A. Rita; R.J. Da Silva","D.M.D.P. Barbosa; M. Izabel; D.O.S. Santos-Lopes; A. Rita; R.J. Da Silva","Journal Article","","5","2011","","Neotrop. Helminthol","330"
"A redescription of female Caligus tetrodontis Barnard, 1948 (Copepoda), a marine piscine parasite","","W.H. Oldewage","","","","","W.H. Oldewage","W.H. Oldewage","W.H. Oldewage","Journal Article","","58","1990","250–257","Crustaceana","326"
"Two species of Caligus (Copepoda: Siphonostomatoida) parasitic on fishes from Southern Africa","","M. Dojiri","","","","","M. Dojiri","M. Dojiri","M. Dojiri","Journal Article","","23","1989","363–374","Journal of Natural History","324"
"Records of Adult Caligiform Copepods (Crustacea: Copepoda: Siphonostomatoida) in Marine Plankton from East Asia, Including Descriptions of Two New Species of Caligus (Caligidae)","","B.A.Venmathi Maran; S. Ohtsuka; X. Shang","","","","","B.A.Venmathi Maran; S. Ohtsuka; X. Shang","B.A.Venmathi Maran; S. Ohtsuka; X. Shang","B.A.Venmathi Maran; S. Ohtsuka; X. Shang","Journal Article","","17","2012","201–219","Species Diversity","322"
"Records of Caligus (Crustacea: Copepoda: Caligidae) from marine fish cultured in floating cages in Malaysia with a redescription of the male of Caligus longipedis Bassett-Smith, 1898","","B.A.Venmathi Maran; L.Tak Seng; S. Ohtsuka; K. Nagasawa","","","","","B.A.Venmathi Maran; L.Tak Seng; S. Ohtsuka; K. Nagasawa","B.A.Venmathi Maran; L.Tak Seng; S. Ohtsuka; K. Nagasawa","B.A.Venmathi Maran; L.Tak Seng; S. Ohtsuka; K. Nagasawa","Journal Article","","48","2009","797–807","Zool. Stud","321"
"Three species of Caligus Muller, 1785 (Copepoda: Caligidae) parasitic on Caranx spp. (Teleostei: Carangidae) off Taiwan","","J.S. Ho; C.L. Lin","","","","","J.S. Ho; C.L. Lin","J.S. Ho; C.L. Lin","J.S. Ho; C.L. Lin","Journal Article","","68","2007","","Systematic Parasitology ","320"
"Crustacés et helminthes parasites de l’albacore (Thunnus albacares) du Golfe de Guinée - note préliminaire","","F.B. Laurencin","","","","","F.B. Laurencin","F.B. Laurencin","F.B. Laurencin","Journal Article","","2","1971","","Documents Scientifiques du Centre de Recherches Oceanographiques d’ Abidjan ","318"
"Caligus ignotus n. sp.(Copepoda: Caligidae) parasitic on Poey’s scabbardfish Evoxymetopon poeyi (Günther) off Taiwan","","Jshey Ho; C.L. Lin","","","","","Jshey Ho; C.L. Lin","Jshey Ho; C.L. Lin","Jshey Ho; C.L. Lin","Journal Article","","75","2010","181–186","Systematic parasitology","317"
"Metazoan parasites of chub mackerel, Scomber japonicus Houttuyn (Osteichthyes: Scombridae), from the coastal zone of the state of Rio de Janeiro","","D.R. Alves; J.L. Luque; V.D. Abdallah","","","","","D.R. Alves; J.L. Luque; V.D. Abdallah","D.R. Alves; J.L. Luque; V.D. Abdallah","D.R. Alves; J.L. Luque; V.D. Abdallah","Journal Article","","12","2003","164-170","Brazilian Journal of Veterinary Parasitology ","315"
"Description of the previously unknown male of Caligus mortis Kensley, 1970 (Copepoda: Caligidae), parasite of intertidal fish from South Africa","","N.J. Grobler; J.G. Van As; P.A.S. Olivier","","","","","N.J. Grobler; J.G. Van As; P.A.S. Olivier","N.J. Grobler; J.G. Van As; P.A.S. Olivier","N.J. Grobler; J.G. Van As; P.A.S. Olivier","Journal Article","","49","2002","131–136","Folia parasitologica","313"
"Additions to the fauna-list of south african Crustacea and Pycnogonida","","K.H. Barnard","","","","","K.H. Barnard","K.H. Barnard","K.H. Barnard","Journal Article","","63","1955","1-107","Annals of the South African Museeum","311"
"Caligus lalandei Barnard, 1948. World of Copepods database","","T.C. Walter; G. Boxshall","","","","","T.C. Walter; G. Boxshall","T.C. Walter; G. Boxshall","T.C. Walter; G. Boxshall","Website","","","2014","","","309"
"Occurrence of Caligus lalandei Barnard, 1948 (Copepoda, Siphonostomatoida) on amberjacks (Seriola spp.) in the western North Pacific","","Jshey Ho; K. Nagasawa; I.H. Kim; K. Ogawa","","","","","Jshey Ho; K. Nagasawa; I.H. Kim; K. Ogawa","Jshey Ho; K. Nagasawa; I.H. Kim; K. Ogawa","Jshey Ho; K. Nagasawa; I.H. Kim; K. Ogawa","Journal Article","","18","2001","423–431","Zoological Science","308"
"Risk assessment for metazoan parasites of yellowtail kingfish Seriola lalandi (Perciformes: Carangidae) in South Australian sea-cage aquaculture","","K.S. Hutson; I. Ernst; I.D. Whittington","","","","","K.S. Hutson; I. Ernst; I.D. Whittington","K.S. Hutson; I. Ernst; I.D. Whittington","K.S. Hutson; I. Ernst; I.D. Whittington","Journal Article","","271","2007","85–99","Aquaculture","307"
"Caligus infestans Heller, 1865. World of Copepods database.","","T.C. Walter; G. Boxshall","","","","","T.C. Walter; G. Boxshall","T.C. Walter; G. Boxshall","T.C. Walter; G. Boxshall","Website","","","2014","","","305"
"Notes on some copepod parasites in the collection of the British Museum (NH), London","","K. Pillai","","","","","K. Pillai","K. Pillai","K. Pillai","Journal Article","","11","1971","149–174","Journal of the Marine Biological Association of India","304"
"Solution to the taxonomic confusion surrounding Caligus epinepheli Yamaguti, a caligid copepod (Siphonostomatoida) parasitic on marine fishes","","Jshey Ho; C.L. Lin","","","","","Jshey Ho; C.L. Lin","Jshey Ho; C.L. Lin","Jshey Ho; C.L. Lin","Journal Article","","42","2003","268–283","ZOOLOGICAL STUDIES-TAIPEI-","300"
"National Survey of Sea Lice (Lepeophtheirus salmonis Kroyer and Caligus elongatus Nordmann) on Fish Farms in Ireland-2009","","P. O'Donohoe; F. Kane; S. Kelly; P. Nixon; A. Power; T. McDermott; A. Drumm; D. Jackson","","","","","P. O'Donohoe; F. Kane; S. Kelly; P. Nixon; A. Power; T. McDermott; A. Drumm; D. Jackson","P. O'Donohoe; F. Kane; S. Kelly; P. Nixon; A. Power; T. McDermott; A. Drumm; D. Jackson","P. O'Donohoe; F. Kane; S. Kelly; P. Nixon; A. Power; T. McDermott; A. Drumm; D. Jackson","Miscellaneous","","","2010","","","296"
"New Zealand parasitic copepoda; genus Caligus müller, 1785 (Siphonostomatoida: caligidae)","","J.B. Jones","","","","","J.B. Jones","J.B. Jones","J.B. Jones","Journal Article","","15","1988","397–413","New Zealand journal of zoology","294"
"Diet and metazoan parasites of juvenile and subadult silver scabbard fish, Lepidopus caudatus, from the Great Meteor Seamount (North Atlantic)","","S. Klimpel; S. Rückert; U. Piatkowski; H.W. Palm; R. Hanel","","","","","S. Klimpel; S. Rückert; U. Piatkowski; H.W. Palm; R. Hanel","S. Klimpel; S. Rückert; U. Piatkowski; H.W. Palm; R. Hanel","S. Klimpel; S. Rückert; U. Piatkowski; H.W. Palm; R. Hanel","Journal Article","","315","2006","249–257","Marine Ecology Progress Series","293"
"Two new species of Pupulina van Beneden, 1892 (Copepoda: Siphonostomatoida: Caligidae) from mobulid rays off South Africa","","S.M. Dippenaar; M.C. Lebepe","","","","","S.M. Dippenaar; M.C. Lebepe","S.M. Dippenaar; M.C. Lebepe","S.M. Dippenaar; M.C. Lebepe","Journal Article","","85","2013","27–35","Systematic parasitology","291"
"Les Poisson des Cotes de Belgique, leurs Parasites et leurs Commensaux","","P.J. Van Beneden","","","Bruxelles","Imprimeur de l’ Academie Royale de Belgique","P.J. Van Beneden","P.J. Van Beneden","P.J. Van Beneden","Book","","","1870","","","289"
"Report on the Copepoda. Ceylon Pearl Oyster Fisheries, Supp. Rep., Pt. 1, No. 7, 227-307","","I.C. Thompson; A. Scott","","","","","I.C. Thompson; A. Scott","I.C. Thompson; A. Scott","I.C. Thompson; A. Scott","Journal Article","","","1903","","Royal Society, London","288"
"A Catalogue of Land, Freshwater and Marine Crustacea Found in the Basin of the River Forth and its Estuary","","T. Scott","","","Edinburgh","Robert Grant & Sons","T. Scott","T. Scott","T. Scott","Book","","","1906","","","287"
"Copepods from shore and offshore waters of Pakistan","","Q.B. Kazmi","","","","","Q.B. Kazmi","Q.B. Kazmi","Q.B. Kazmi","Journal Article","","12","2004","223–238","Journal of Marine Science and Technology","286"
"Studies on Copepod Parasites on Elasmobranchs of Kerala Coast","","A. Kumar; S. Hameed","","","","Cochin University of Science & Technology","A. Kumar; S. Hameed","A. Kumar; S. Hameed","A. Kumar; S. Hameed","Thesis","phd","","1990","","","284"
"A review of the Caligus productus species group, with the description of a new species, new synonymies and supplementary descriptions","","G.A. Boxshall; H.H. El-Rashidy","","","","","G.A. Boxshall; H.H. El-Rashidy","G.A. Boxshall; H.H. El-Rashidy","G.A. Boxshall; H.H. El-Rashidy","Journal Article","","2271","2009","1–26","Zootaxa","283"
"Caligus coryphaenae Steenstrup & Lütken, 1861.World of Copepods database","","T.C. Walter; G. Boxshall","","","","","T.C. Walter; G. Boxshall","T.C. Walter; G. Boxshall","T.C. Walter; G. Boxshall","Website","","","2014","","","280"
"Parasites of Offshore Big Game Fishes of Puerto Rico and the Western Atlantic","","E.H.J. Williams; L. Bunkley-Williams","","","","","E.H.J. Williams; L. Bunkley-Williams","E.H.J. Williams; L. Bunkley-Williams","E.H.J. Williams; L. Bunkley-Williams","Thesis","","","1996","","University of Puerto Rico: San Juan; Mayaguez.","278"
"Host-parasite relationships in flatfish (Pleuronectiformes)–the relative importance of host biology, ecology and phylogeny","","J.F. Marques; M.J. Santos; C.M. Teixeira; M.I. Batista; H.N. Cabral","","","","","J.F. Marques; M.J. Santos; C.M. Teixeira; M.I. Batista; H.N. Cabral","J.F. Marques; M.J. Santos; C.M. Teixeira; M.I. Batista; H.N. Cabral","J.F. Marques; M.J. Santos; C.M. Teixeira; M.I. Batista; H.N. Cabral","Journal Article","","138","2011","107–121","Parasitology","275"
"Parasitic Copepods of Fishes of the USSR","","A.P. Markevich","","","Nanaimo","Fishries Research Board Canada","A.P. Markevich","A.P. Markevich","A.P. Markevich","Book","","","1966","","","274"
"Guide to the Parasites of Fishes of Canada part II","","Z. Kabata; L. Margolis; Z. Kabata","","","","","Z. Kabata; L. Margolis; Z. Kabata","Z. Kabata; L. Margolis; Z. Kabata","Z. Kabata; L. Margolis; Z. Kabata","Conference Paper","","","1988","","","273"
"First record of two species of parasitic copepods on immigrant Pufferfishes (Tetraodontiformes: Tetraodontidae) caught in the Eastern Mediterranean Sea","","A.Akif Özak; İ. Demirkale; A. Yanar","","","","","A.Akif Özak; İ. Demirkale; A. Yanar","A.Akif Özak; İ. Demirkale; A. Yanar","A.Akif Özak; İ. Demirkale; A. Yanar","Journal Article","","12","2012","","Turkish Journal of Fisheries and Aquatic Sciences","271"
"Parasitic copepods from the Gulf of Mexico and Caribbean sea, III: Caligus","","R.F. Cressey","","","","Smithsonian Institution Press","R.F. Cressey","R.F. Cressey","R.F. Cressey","Book","","","1991","","","270"
"Parasitism of dolphinfishes, Coryphaena hippurus and Coryphaena equiselis, in the western Mediterranean (Balearic Islands) and central-eastern Atlantic (Canary Islands)","","E. Carbonell; E. Massutí; J.J. Castro; R.M. García","","","","","E. Carbonell; E. Massutí; J.J. Castro; R.M. García","E. Carbonell; E. Massutí; J.J. Castro; R.M. García","E. Carbonell; E. Massutí; J.J. Castro; R.M. García","Journal Article","","63","1999","","Scientia Marina ","269"
"Sur deux espèces de Copépodes Lernaeopodidae (Siphonostomatoida) parasites du marbré Lithognathus mormyrus (Linnaeus, 1758)(Pisces, Sparidae)","","B. Benmansour; O.Kalthoum Ben Hassine; C. Diebakate; A. Raibaut","","","","","B. Benmansour; O.Kalthoum Ben Hassine; C. Diebakate; A. Raibaut","B. Benmansour; O.Kalthoum Ben Hassine; C. Diebakate; A. Raibaut","B. Benmansour; O.Kalthoum Ben Hassine; C. Diebakate; A. Raibaut","Journal Article","","23","2001","695–703","Zoosystema","267"
"Caligus biseriodentatus Shen, 1957. World of Copepods database","","T.C. Walter; G. Boxshall","","","","","T.C. Walter; G. Boxshall","T.C. Walter; G. Boxshall","T.C. Walter; G. Boxshall","Website","","","2014","","","265"
"Caligus asymmetricus Kabata, 1965. World of Copepods database","","T.C. Walter; G. Boxshall","","","","","T.C. Walter; G. Boxshall","T.C. Walter; G. Boxshall","T.C. Walter; G. Boxshall","Website","","","2014","","","263"
"Sphyrion laevigatum (Quoy & Gaimard, 1824)","","T.C. Walter","","","","","T.C. Walter","T.C. Walter","T.C. Walter","Website","","","2014","","","260"
"Redescriptions of two morphologically confusing sea lice Caligus aesopus Wilson, 1921 ans C. spinosus Yamaguti, 1939 (Copepoda: Siphonostomatoida: Caligidae) parasitic on amberjacks (Seriola spp.) from Korea","","M.K. Choe; I.H. Kim","","","","","M.K. Choe; I.H. Kim","M.K. Choe; I.H. Kim","M.K. Choe; I.H. Kim","Journal Article","","2483","2010","","Zootaxa","258"
"Crustacean fish parasites from Segara Anakan Lagoon, Java, Indonesia","","A.T. Yuniar; H.W. Palm; T. Walter","","","","","A.T. Yuniar; H.W. Palm; T. Walter","A.T. Yuniar; H.W. Palm; T. Walter","A.T. Yuniar; H.W. Palm; T. Walter","Journal Article","","100","2007","1193–1204","Parasitology research","256"
